"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"GeneName"	"padj"
340.27254154526	-0.0411351310412306	0.112233408530597	-0.366514138524237	0.713981464483187	"WASH7P"	0.808955179055906
43.8515981117799	-0.578739586059423	0.288125965854465	-2.00863391240396	0.044575972099575	"LOC100996442"	0.0952754174906066
46.6772744085035	-0.572028942435887	0.280626645850055	-2.03839853020064	0.0415100931748156	"LOC729737"	0.0896326301509725
19.3141764635509	-0.306007888927914	0.434219889371816	-0.704730244785918	0.480978125685594	"DDX11L17"	0.617292901792717
388.814811927229	-0.0484271244682522	0.102183655144484	-0.473922413518856	0.635555235398049	"WASH9P"	0.7486763814386
72.8056193033815	-0.38181972618875	0.234110715879879	-1.63093656244535	0.102903705865174	"LOC100132287"	0.190158987437834
18859.9554776274	-0.243728372615981	0.116621653171963	-2.08990668530993	0.0366261829368798	"MIR12136"	0.0808992025235895
127.937293905323	-0.26190172105158	0.17618711753248	-1.48649756417803	0.137147560673968	"LOC100133331"	0.23938079285383
27.072005030516	-0.440366077043092	0.392310664100911	-1.12249326194666	0.261652770867857	"LOC107984841"	0.394569103499923
32.7431295433622	-0.443448396089445	0.363429379937058	-1.22017762065974	0.222397548629415	"LOC107984847"	0.349293851462304
36.9135224191537	-0.42878940882582	0.311195196096807	-1.37787926743069	0.168240567052898	"LOC100288069"	0.281523163782869
14.0330497673638	0.669736832703781	0.530573529339512	1.26228844009144	0.206845014807168	"LINC01409"	0.330738911740475
25.7957548796133	1.057715066024	0.391121678760764	2.70431204267501	0.00684459798891115	"LINC00115"	0.0190176184146457
447.965874629153	0.0066835972485227	0.0989219305999952	0.0675643632103055	0.946132424585233	"LINC01128"	0.966942328172944
95.2892439168611	-0.623090527693268	0.2071360361884	-3.00812229083373	0.00262867336444806	"LOC284600"	0.00814119657079949
200.997440821434	0.505691984124259	0.143257324379905	3.52995552802042	0.000415629524062049	"LINC02593"	0.00154609455091373
297.519748288168	0.958058300575151	0.130754297741969	7.32716489721649	2.35072518970395e-13	"LOC107985728"	2.51747546193266e-12
1803.00742720762	0.757747708066543	0.0657426021283201	11.5259768177038	9.75989512013433e-31	"SAMD11"	2.39588417339169e-29
4387.91362132769	0.0972364627478358	0.0473277907916559	2.05453204388697	0.0399242252558607	"NOC2L"	0.0868064221307097
447.59573700166	-0.180071743591723	0.099675095041405	-1.80658712707443	0.0708266781318025	"KLHL17"	0.140176046323106
385.282038448511	1.10983693249619	0.107307308795474	10.3426033599586	4.52086249822643e-25	"PLEKHN1"	8.78880625584083e-24
71.9396820334724	1.52449722732931	0.256675903575189	5.93938584064525	2.86091814000909e-09	"PERM1"	2.21905946200705e-08
507.117362816064	0.350168000342415	0.101461583888134	3.45123727546467	0.000558022750161195	"HES4"	0.00201878123739667
1906.54826526845	0.219907668975093	0.0652115937828339	3.37221736532654	0.000745655743788229	"ISG15"	0.00261995273138792
11986.99208409	-0.292904774108304	0.0505080230787317	-5.79917320564548	6.66426720977704e-09	"AGRN"	4.98948182390217e-08
89.221392987322	1.33882869309579	0.218138521378809	6.13751612797835	8.38217121576838e-10	"LOC100288175"	6.83753681400295e-09
25.4422993460468	0.902230967296223	0.38488516158791	2.34415627657329	0.0190701790477531	"LOC112267874"	0.0464528051212426
82.1329108719452	1.15564223710382	0.221557360144827	5.21599569677307	1.82832419837461e-07	"LOC105378948"	1.17481056297664e-06
515.426318677429	-0.0773996266476148	0.106408394637272	-0.727382711781874	0.466991542119243	"C1orf159"	0.604041256592012
5056.03493639577	0.0509542977763644	0.0550227480210216	0.926058759495203	0.354415444558631	"SDF4"	0.494620487441108
1149.19537007095	-0.0148710112642824	0.0860839766201441	-0.172750049987845	0.862847900954012	"B3GALT6"	0.915647772508016
13.3314666848176	-0.317630013968603	0.537627661675402	-0.590799240088906	0.554654944225531	"C1QTNF12"	0.682162256118345
1503.93353558069	0.116701028264563	0.0708736014368647	1.64660784690787	0.0996386765267231	"UBE2J2"	0.185247013526282
38.1466047621885	-0.67585235064659	0.334985374197352	-2.01755778820487	0.0436373368455353	"LINC01786"	0.0935530964238221
119.90399894923	-0.939157646948698	0.185846747111607	-5.0533983593735	4.34017332720703e-07	"SCNN1D"	2.65026989466964e-06
1301.29351380063	-0.420284799943103	0.0734238808369081	-5.7240886092177	1.03990467005367e-08	"ACAP3"	7.66966340019849e-08
432.286368295091	0.0906306230614439	0.103287175210101	0.877462500809888	0.380235478215541	"PUSL1"	0.520967552937393
2030.47356469038	-0.0691013906508896	0.0627225683763087	-1.1016989967042	0.270592553290978	"INTS11"	0.404864263600343
1032.85407725032	0.260593353020037	0.0751536057353694	3.46747638347037	0.000525369904843571	"CPTP"	0.00191274335335991
52.6833386080365	0.225674313650642	0.290569288297313	0.776662650664343	0.437357827922421	"TAS1R3"	0.576293992138674
2970.83083764095	0.725839348409715	0.0610744757949121	11.8844957564119	1.42492377780217e-32	"DVL1"	3.71718363858848e-31
226.99575448205	0.489824113519037	0.138297441547795	3.54181616114537	0.000397382321782809	"MXRA8"	0.00148515560383849
2829.64056488617	-0.0771233740780599	0.0613086440819623	-1.25795269546257	0.208408864529476	"AURKAIP1"	0.332513637927191
2842.74707510119	-0.000443629335768463	0.0498284800588348	-0.00890312799516761	0.992896425474882	"CCNL2"	0.995767276989688
550.904768635999	-0.0178175016883059	0.0890195877464603	-0.200152597190773	0.841361238910249	"MRPL20-AS1"	0.899413248973405
1809.09258316099	-0.0414369398686071	0.0602300925494851	-0.687977356743433	0.491467040628099	"MRPL20"	0.626277636561296
